record_id,taxon,evidence_type,subject,source_id,evidence_level,scope_note
E268,Artemisia annua,cold_response_transcription_factor,"Cold-induced AabHLH112 was highly expressed in glandular secretory trichomes, bound the AaERF1 promoter, and promoted artemisinin-pathway gene expression and artemisinin accumulation through ERF1-associated regulation",annua-bhlh112-cold-2019,primary_transcription_factor_and_cold_response,"plant regulatory evidence in A. annua; indirect regulation, native flux, cross-species conservation, and parasite potency remain untested"
E269,Artemisia annua,chromatin_accessibility_and_trichomes,"ATAC-seq distinguished glandular-trichome and leaf accessible chromatin, with higher accessibility near DBR2 and CYP71AV1 in glandular trichomes and enrichment of regulatory motifs",annua-chromatin-accessibility-2021,primary_epigenomic_and_trichome_regulation,"association-level epigenomic evidence; accessibility does not establish causal chromatin regulation, enzyme flux, or antiparasitic activity"
E270,Artemisia herba-alba,terpene_and_sesquiterpene_lactone_isolation,"Aerial-part dichloromethane/methanol fractionation yielded a new monoterpene dimer, a known monoterpene, and three sesquiterpene lactones characterized by NMR and HRMS",herba-alba-terpenes-2013,primary_terpene_and_sesquiterpene_lactone_isolation,"structure-confirmed chemical-space record; no antiparasitic endpoint or cross-species pathway inference"
E271,Artemisia annua,friedelane_triterpene_isolation,"Isolation of artemisinin-related terpenoids also recovered stigmasterol, friedelin, and friedelan-3-beta-ol, with friedelane-type triterpenoids reported from A. annua for the first time",annua-friedelane-triterpenes-1994,primary_triterpene_isolation,"nonvolatile triterpene occurrence and cytotoxicity context; does not establish native abundance, pathway function, or parasite activity"
E272,Artemisia annua,green_extraction_and_volatile_chemistry,"Supercritical CO2 extraction yielded 0.62-1.92% and produced artemisia ketone, camphor, 1,8-cineole, arteannuin B, and beta-selinene profiles that differed from hydrodistilled and steam-distilled oils",annua-green-extraction-2025,primary_extraction_method_and_volatile_chemistry,"method- and process-dependent chemistry; reported biological promise is not a parasite assay or single-constituent attribution"
E273,Artemisia,plastome_phylogeny,"Comparative plastome analysis across Artemisia species provides an infra-generic phylogenetic framework and highlights limited plastome sampling",artemisia-plastome-phylogeny-2025,primary_plastome_phylogeny,"plastid phylogenetic context only; does not establish nuclear terpene-gene orthology, pathway evolution, or antiparasitic function"
E274,Artemisia annua,sesquiterpene_cyclase_gene_family,"Four partial genomic clones and two full-length cDNAs support a sesquiterpene-cyclase gene family; cASC34 and cASC125 showed transient and tissue-specific expression associated with flowering and high artemisinin concentration",annua-two-sesquiterpene-cyclases,primary_enzyme_and_expression,"gene-family and expression evidence; the study does not assign products to the two cDNAs or establish cross-species orthology or parasite activity"
E275,Artemisia annua,cyp71av1_enzyme,"Recombinant CYP71AV1 oxidized amorpha-4,11-diene, artemisinic alcohol, and artemisinic aldehyde in yeast",annua-cyp71av1-primary,primary_recombinant_enzyme,"direct step-level pathway evidence in A. annua; does not establish native flux, terminal lactone formation, or conservation in another species"
E276,Artemisia annua,early_artemisinin_pathway,"Leaves and gland secretory cells contained oxygenated amorpha-diene intermediates, and enzyme activities supported a pathway from amorpha-4,11-diene through alcohol, aldehyde, and dihydroartemisinic acid",annua-early-artemisinin,primary_pathway_biochemistry,"hypothesized sequence integrates metabolite detection and enzyme activities; individual activities do not prove complete in-vivo flux or directionality"
E277,Artemisia annua,cyp71av1_genetic_perturbation,"A cyp71av1 mutant redirected sesquiterpene metabolism toward arteannuin X, which approached half the artemisinin concentration of wild type; isotope feeding supported nonenzymatic terminal steps",annua-cyp71av1-mutant,primary_genetic_perturbation,"genetic and isotope evidence for metabolic plasticity in A. annua; does not establish the same branch or flux in other Artemisia species"
E278,Artemisia annua,monoterpene_sesquiterpene_branch_competition,"Loss of a bornyl diphosphate synthase-associated locus reduced camphor and other monoterpenes while increasing FPP and several sesquiterpenes, but not artemisinin",annua-bornyl-null,primary_genetics_and_chemistry,"branch-competition and trichome-context evidence; engineered or segregating phenotype is not a universal natural tradeoff or antiparasitic mechanism"
E279,Artemisia annua,chemotype_regulatory_genomics,"HAP and LAP chemotypes differed in sesquiterpene accumulation and DBR2L expression; promoter variation, recombinant activity, and candidate regulatory elements were associated with artemisinin yield differences",annua-dbr2l-chemotype,primary_chemotype_genomics,"integrated omics and enzyme evidence in A. annua; promoter association does not prove causality, broad conservation, or a direct parasite phenotype"
E280,Artemisia maritima,comparative_sesquiterpene_synthase,"An AaADS-homologous enzyme from A. maritima cyclized FPP to 4-amorphen-11-ol rather than amorpha-4,11-diene, and the product was made de novo in engineered yeast",maritima-4-amorphen-11-ol-synthase,primary_comparative_sesquiterpene_enzyme,"functional divergence among homologous TPS proteins; heterologous product formation is not native abundance, artemisinin production, or antiparasitic activity"
E281,Artemisia species,purified_sesquiterpene_lactone_parasite_assay,"Helenalin, mexicanin, and dehydroleucodine inhibited cultured Leishmania mexicana promastigotes at estimated IC50 values of 2-4 micromolar and showed low mammalian-cell cytotoxicity in the reported study",stl-leishmania-mexicana,purified_compound_parasite_assay,"defined-compound phenotype with parasite-stage and host-cell boundaries; compound provenance is not a claim that all three are abundant in one Artemisia species"
E282,Artemisia absinthium,essential_oil_antileishmanial,"A. absinthium oil contained camphor at 27.40% and inhibited promastigote and axenic-amastigote forms of L. aethiopica and L. donovani, with weak hemolysis and study-specific selectivity",absinthium-leishmania,parasite_assay_and_toxicity,"regional oil mixture and in-vitro evidence; camphor causality, standardized exposure, and human translation remain unresolved"
E283,Artemisia sieberi,rodent_malaria_extract,"Methanolic, ether, and chloroform-derived A. sieberi aerial-part extracts reduced P. berghei parasitemia and reported no toxicity in the tested NMRI-mouse study",sieberi-malaria,animal_extract_assay,"whole-preparation murine evidence with unresolved active component, dose comparability, and human-malaria translation"
E284,Artemisia khorassanica,rodent_malaria_extract,"A flowering-stage A. khorassanica extract showed limited in-vivo activity against P. berghei; GC-MS identified chrysanthenone at 7.8% and cis-thujone at 5.8% among reported components",khorassanica-malaria,animal_extract_assay,"species-, extraction-, and parasite-specific preparation evidence; composition is not proof that either volatile caused the phenotype"
E285,Artemisia absinthium,ovine_anthelmintic_extract,"Crude aqueous and ethanolic aerial-part extracts impaired adult Haemonchus contortus motility in vitro and reduced gastrointestinal-nematode fecal egg output in sheep; the ethanolic extract reached 90.46% FECR at 2.0 g/kg on day 15",absinthium-ovine-nematodes,primary_in_vitro_and_in_vivo_anthelmintic,"direct veterinary preparation evidence; extraction polarity and dose matter, while active terpene, standardized chemistry, residue, and human translation remain unresolved"
E286,Artemisia absinthium,ovine_haemonchus_dietary_trial,"Aqueous wormwood extracts showed strong in-vitro H. contortus egg-hatch activity with ED50 1.40 mg/mL and ED99 3.76 mg/mL, but dry-wormwood dietary supplementation did not produce a significant group-level EPG reduction in experimentally infected lambs",absinthium-wormwood-lambs,primary_feed_and_ovine_helminth_assay,"positive in-vitro/limited in-vivo translation boundary; mixed dietary chemistry and individual variability prevent terpene attribution"
E287,Artemisia absinthium,recent_ovine_gastrointestinal_nematode_trial,"In naturally infected Awassi sheep, a crude ethanolic A. absinthium extract at 1.0 g/kg produced 76.77% FECRT on day 15 versus 100% for albendazole, with no adverse effects observed during the small trial",absinthium-awassi-nematodes,primary_recent_ovine_anthelmintic,"contemporary regional veterinary evidence; short follow-up, small sample, crude chemistry, and absent terpene exposure profiling limit efficacy and safety translation"
E288,Artemisia annua,genome_terpene_evolution,"The 1.74-Gb highly heterozygous A. annua draft genome contained 63,226 predicted protein-coding genes; terpene-biosynthesis enzyme expansion and functional diversification were consistent with artemisinin-pathway evolution, and transcriptomics supported a regulatory network",annua-genome,primary_genome_and_transcriptome,"genome-scale evolutionary and pathway context; predicted gene expansion is not a direct cross-species copy-number, orthology, flux, or antiparasitic result"
E289,Artemisia argyi,chromosome_scale_wgd_tps_evolution,"A 3.89-Gb chromosome-scale A. argyi assembly on 17 pseudochromosomes supported a recent lineage-specific WGD, duplicated TPS expansion, germacrene-D/(+)-borneol/(+)-camphor pathway elucidation, and partial ADS deletion or homolog loss-of-function context",argyi-genome,primary_comparative_genomics,"assembly- and ploidy-specific comparative evidence; ADS absence and TPS expansion require common reannotation, homeolog-aware gene trees, expression, and enzyme validation"
E290,Artemisia suksdorfii,monoterpene_and_sesquiterpene_lactone_isolation,"Aerial parts yielded five new polyol monoterpenes and seven new sesquiterpene lactones, together with five previously identified compounds; structures were established by high-field NMR and one lactone by X-ray analysis",suksdorfii-polyol-monoterpenes,primary_structure_confirmed_isolation,"specimen-bounded structural diversity in a Pacific Northwest species; no abundance denominator, pathway assignment, or antiparasitic endpoint"
E291,Artemisia species,multi_species_terpene_isolation,"Aerial-part extracts of A. giraldii var. giraldii, A. mongolica, and A. vestita contained sterols, alpha-amyrin, a new antifungal monoterpene santolinylol, and a new germacranolide among other constituents",multi-species-antifungal-terpenes-1999,primary_multi_species_isolation,"cross-species isolation and fungal bioassay anchor; antifungal activity is not helminth or malaria evidence, and detected compounds are not species-wide chemotype means"
E292,Artemisia igniaria,triterpene_isolation,"A. igniaria extract contained four triterpenoids and additional long-chain esters and flavonoids; structures were determined spectroscopically, including first natural reports for beta-glutinanol and cis-p-coumaric acid eicosanyl ester",igniaria-triterpenoids,primary_structure_confirmed_triterpene_isolation,"extract- and specimen-bounded C30 evidence; no antiparasitic endpoint, pathway-gene assignment, or abundance generalization"
E293,Artemisia filifolia,monoterpene_structure_and_biosynthesis,"The indexed primary study reports new monoterpenes from A. filifolia and addresses their structure, synthesis, rearrangements, and biosynthesis",filifolia-monoterpenes-1974,primary_title_and_metadata,"historical title-level C10 anchor; detailed product and pathway claims require full-text verification"
E294,Artemisia feddei,seasonal_sesquiterpene_lactone_chemistry,"A primary study explicitly examined seasonal variation in the chemical constitution of A. feddei sesquiterpenelactones collected in Kochi prefecture",feddei-seasonal-stl-1973,primary_title_and_metadata,"seasonality anchor from indexed title and metadata; compound-level direction requires full-text verification"
E295,Artemisia feddei,sesquiterpene_lactone_isolation,"Aerial parts contained five sesquiterpene lactones, including two new guaianolides, with structures elucidated by spectroscopic methods",feddei-sesquiterpene-lactones-1992,primary_structure_confirmed_isolation,"aerial-part and specimen-bounded STL diversity; no abundance denominator, pathway assignment, or antiparasitic endpoint"
E296,Artemisia sieversiana,sesquiterpene_lactone_isolation,"Aerial parts yielded one known and three new guaianolides together with lignans and sterols; structures were determined by multiple spectral methods",sieversiana-guaianolides-1998,primary_structure_confirmed_isolation,"structure-confirmed species-bounded STL diversity; reported antifungal testing is not malaria or helminth efficacy"
E297,Artemisia absinthium,antiparasitic_component_analysis,"A parasite-oriented HPLC-DAD workflow tentatively identified alpha-santonin and ketopelenolid-A in methanolic A. absinthium extracts; alpha-santonin was discussed as a possible active principle",absinthium-antiparasitic-components-1992,primary_analytical_and_title_abstract,"tentative chromatographic identification and literature-based pharmacology do not establish purified-compound potency, direct parasite target engagement, or a standardized wormwood preparation"
E298,Artemisia transiliensis,historical_santonin_anthelmintic,"The indexed 1954 record concerns effectiveness of ascariasis treatment with santonin prepared from A. transiliensis",transiliensis-santonin-ascariasis-1954,primary_title_and_metadata,"historical title/MeSH evidence only; dose, design, outcome data, botanical authentication, constituent purity, and modern clinical translation are unavailable"
E299,Artemisia annua,pathway_engineering,"A 2016 Molecular Plant letter is indexed under A. annua genetics/metabolism and artemisinin biosynthesis, with substrate channeling as the stated intervention",annua-substrate-channeling-2016,primary_title_and_metadata,"title/metadata-level pathway-engineering anchor in the current retrieval; full-text extraction is required before assigning constructs, compartment, flux, or yield"
E300,Artemisia annua,transformation_and_artemisinin_production,"ADS and the antisilencing P19 gene were introduced into A. annua leaves and hairy roots; ADS-P19 material reached 0.18% artemisinin in leaves and transformed hairy roots reached 0.095% versus none detected in control hairy roots",annua-ads-p19-transformation-2020,primary_transformation_and_hplc,"genetic transformation and HPLC result in A. annua; engineered expression does not establish native cross-species conservation, parasite potency, or clinical equivalence"
E301,Artemisia annua,cold_stress_transcriptomics_and_metabolomics,"Dynamic cold-stress measurements linked transient jasmonate induction and coordinated PAL/C4H/ADS/DBR2 expression with artemisinin accumulation, while prolonged exposure increased dihydroartemisinic and artemisinic acids as terminal conversion was inhibited",annua-cold-dynamic-transcriptomics-2024,primary_environmental_transcriptomics_and_metabolomics,"controlled A. annua leaf response; cold, duration, tissue, and correlated phenylpropanoid changes limit evolutionary and parasite-potency inference"
E302,Artemisia annua,single_nucleus_and_spatial_trichome_transcriptomics,"Single-nucleus RNA sequencing and spatial transcriptomics resolved three glandular-secretory-trichome developmental states and identified six secretory cells within the ten-cell trichome as the primary artemisinin-production site, with hundreds of developmental and biosynthetic hub-gene candidates",annua-single-nucleus-trichome-2025,primary_single_nucleus_and_spatial_transcriptomics,"high-resolution A. annua cell-atlas evidence; candidate hub genes and spatial enrichment require perturbation, protein, flux, and cross-species validation"
E303,Artemisia annua,trichome_chemistry_and_toxoplasma_assay,"Calcium/magnesium silicate treatment at 400 kg ha-1 increased glandular-trichome size and artemisinin concentration, but the corresponding leaf infusion did not inhibit Toxoplasma gondii growth more effectively than infusion from untreated plants",annua-silicon-trichome-toxoplasma-2016,primary_trichome_chemistry_and_parasite_assay,"controlled A. annua soil-treatment and HeLa-cell parasite assay; trichome/artemisinin change is not evidence of improved antiparasitic potency or constituent synergy"
E304,Artemisia annua,veterinary_eimeria_host_response,"Artemisinin and dried A. annua leaves improved clinical and cecal pathological outcomes in Eimeria tenella-infected chickens while reversing infection-associated apoptosis and inflammatory-response markers; leaf treatment was reported as more effective than artemisinin in the study",annua-eimeria-host-response-2018,primary_veterinary_coccidiosis_and_host_response,"host-response and whole-leaf evidence; no direct parasite-protein engagement, standardized leaf chemistry, or human translation is established"
E305,Seriphidium khorassanicum (syn. Artemisia khorassanica),purified_sesquiterpene_lactones_and_leishmania_assay,"Three newly characterized eudesmane/elemane sesquiterpene lactones and artapshin were isolated from aerial parts; compounds inhibited L. major amastigotes at 4.9-25.3 micromolar, while normal-macrophage CC50 values were 432.5-620.7 micromolar after 48 h; compound 3 had IC50 4.9 +/- 0.6 micromolar and SI 88.2",khorassanica-purified-stls-leishmania-2022,primary_purified_sesquiterpene_lactone_and_parasite_assay,"defined-compound amastigote phenotype with a mammalian-cell counterassay; target engagement, in-vivo efficacy, and equivalence to A. absinthium remain untested"
E306,Artemisia genus and artemisinin derivatives,antimicrobial_review_context,"A 2025 review surveys antimicrobial activity reported for Artemisia, artemisinin, semisynthetic derivatives, and derived dimers/trimers across protozoal, helminth, bacterial, viral, and fungal contexts; it emphasizes unresolved pharmacokinetic, optimization, and regulatory needs",artemisia-antimicrobial-review-2025,review_antimicrobial_synthesis,"review-level discovery and framing source; does not replace primary studies or establish terpene-specific activity, parasite target engagement, or clinical translation"
E307,Artemisia absinthium and botanical anthelmintics,ruminant_anthelmintic_review_context,"A 2025/2026 review of botanical anthelmintics in ruminants identifies A. absinthium among plants with reported in-vitro and in-vivo anthelmintic evidence and discusses phytochemical mixtures, mechanisms, applications, and resistance context",botanical-anthelmintics-ruminants-2025,review_ruminant_anthelmintic_synthesis,"adjacent review-level context; does not provide a standardized A. absinthium preparation, pooled effect estimate, terpene attribution, or human-use evidence"
E308,Artemisia annua,plant_matrix_antimalarial_pharmacology,"Normalized A. annua extracts showed greater antimalarial activity than equivalent-dose artemisinin in two murine malaria models; rat pharmacokinetics and Caco-2 experiments supported increased oral exposure and reduced P-glycoprotein efflux in the tested matrix, with deoxyartemisinin, artemisinic acid, and dihydroartemisinic acid affecting transporter behavior",annua-plant-matrix-malaria-pk-2025,primary_plant_matrix_antimalarial_pharmacology_and_pharmacokinetics,"preclinical whole-matrix and host-transporter evidence; does not establish human efficacy, clinical equivalence, a single active terpene, or direct parasite-protein engagement"
E309,Artemisia absinthium,wormwood_review_context,"A focused review summarizes wormwood constituents, pharmacological and anthelmintic reports, pharmacokinetics, and toxicity, including the need to treat essential-oil exposure and thujone-related neurotoxicity cautiously",absinthium-bioactive-review-2020,review_wormwood_phytochemistry_anthelmintic_and_toxicology,"review context only; does not standardize a vermifuge preparation, quantify a pooled terpene effect, or establish human therapeutic safety"
E310,Artemisia absinthium and veterinary botanicals,veterinary_anthelmintic_meta_analysis_context,"A veterinary network meta-analysis synthesized 256 animals across six studies, found plants and drugs more effective than negative controls overall, and listed A. absinthium among the more effective botanical candidates while emphasizing the need for adequately powered randomized trials",botanical-anthelmintic-network-meta-analysis-2020,review_network_meta_analysis_veterinary_anthelmintics,"cross-plant and heterogeneous veterinary synthesis; does not provide an A. absinthium-specific pooled estimate, terpene attribution, or human translation"
E311,Artemisia absinthium and absinthe constituents,alpha_thujone_neurotoxicity_mechanism,"Alpha-thujone was characterized as an absinthe/wormwood-oil toxic constituent with reported insecticidal and anthelmintic activity; the primary study examined GABA-A receptor modulation, convulsant neurotoxicity, and metabolic detoxification",thujone-gaba-a-detoxification-2000,primary_thujone_neurotoxicity_and_detoxification,"primary mammalian neurotoxicity and metabolism evidence; the reported anthelmintic reputation is not a modern parasite assay and GABA-A modulation is not parasite-target evidence"
E312,Artemisia annua,origin_dependent_malaria_chemotype,"Water infusions from Cameroon and Luxembourg plants differed in HPLC profiles and beta-haematin inhibition; the Cameroon material showed stronger inhibition at the reported dilution and more major chromatographic features",annua-origin-malaria-2014,primary_origin_dependent_antimalarial_chemotype_assay,"supports origin- and matrix-dependent preclinical malaria phenotype; no terpene-specific attribution, clinical efficacy, or treatment equivalence"
E313,Artemisia annua,strigolactone_trichome_regulation,"Foliar GR24 treatment increased growth, glandular-trichome attributes, and artemisinin content/yield in the tested A. annua plants",annua-strigolactone-trichome-2022,primary_trichome_hormone_and_artemisinin_production,"supports a hormone-by-trichome production perturbation; does not establish cross-species conservation, native parasite potency, or optimal field treatment"
E314,Artemisia annua,bHLH_repression_of_artemisinin,"AabHLH2 and AabHLH3 functioned as nuclear transcriptional repressors and negative regulators of artemisinin biosynthesis, competing with AaMYC2-like cis-regulatory recognition",annua-bhlh-repression-2022,primary_artemisinin_transcriptional_regulation,"supports a defined A. annua regulatory mechanism; homolog naming does not establish conserved network function or parasite phenotype"
E315,Artemisia annua and related oils,formulated_mosquito_vector_control,"Nanoliposomes containing A. annua, A. dracunculus, or A. sieberi essential oils showed species-dependent larvicidal activity against Aedes aegypti and Anopheles stephensi, with A. dracunculus most active in the reported assay",artemisia-oil-nanoliposome-mosquito-2023,primary_artemisia_oil_mosquito_vector_formulation_assay,"supports formulation- and oil-specific vector control; does not identify a causal terpene, establish non-target safety, or demonstrate malaria treatment"
E316,Artemisia annua,defined_monoterpenoid_acaricide,"A. annua essential oil, 1,8-cineole, and camphor produced 24-h fumigation LC50 values of 0.289, 0.533, and 0.64 microliter/L air against adult T. urticae and inhibited esterase, GST, and P450 detoxification enzymes",annua-oil-monoterpenoid-mite-2025,primary_monoterpenoid_acaricide_and_detoxification_assay,"defined monoterpenoid invertebrate phenotype and detoxification response; not a helminth assay, parasite-protein interaction, or mammalian safety result"
E317,Artemisia annua,heterologous_patchoulol_production,"Overexpression of farnesyl diphosphate synthase and patchoulol synthase in A. annua produced patchoulol, with signal-peptide targeting increasing reported accumulation to 273 microgram/g dry weight",annua-patchoulol-engineering-2020,primary_heterologous_sesquiterpene_engineering,"supports engineered production and compartment targeting; does not establish native patchoulol function, evolutionary conservation, or antiparasitic activity"
E318,Artemisia absinthium,essential_oil_cellular_toxicology,"A. absinthium essential oil altered lipid metabolism and activated detoxification, stress, and pro-inflammatory responses in human hepatic stellate cells at 0.4 microgram/microliter for 24 h, supporting caution in use",absinthium-oil-hepatic-toxicology-2024,primary_wormwood_oil_cellular_toxicology,"cell-model toxicity signal with lot- and dose-specific interpretation; does not define human risk, a therapeutic window, or parasite selectivity"
E319,Artemisia persica,monoterpene_isolation,"Ten undescribed monoterpenoids, including four enantiomeric pairs, were isolated from A. persica aerial parts and characterized by NMR, HR-ESI-MS, and ECD; none exceeded 50% activity at the tested concentrations",persica-monoterpenoids-2026,primary_persica_monoterpene_isolation_and_bioassay,"extends structure-confirmed C10 chemical space and a negative activity result; does not define a species-wide profile or antiparasitic function"
E320,Artemisia persica,bisabolane_sesquiterpene_isolation,"Eleven undescribed bisabolane-type sesquiterpenoids were isolated from A. persica and structurally assigned using advanced spectroscopy, ECD, and X-ray analysis; compounds 6 and 9 showed limited anti-inflammatory activity",persica-bisabolane-sesquiterpenoids-2025,primary_persica_sesquiterpenoid_isolation_and_bioassay,"extends structure-confirmed C15 space; the reported endpoint is anti-inflammatory rather than antiparasitic and does not establish native pathway genes"
E321,Artemisia monosperma,postharvest_essential_oil,"Five weeks of extended natural shade drying reduced A. monosperma essential-oil yield by 23.7% and altered the constituent profile, although beta-pinene and selected major constituents were comparatively stable",monosperma-drying-oil-2026,primary_postharvest_monosperma_essential_oil_chemistry,"supports drying duration as a chemical and yield covariate; does not identify a causal biological constituent or establish parasite activity"
E322,Artemisia argyi,postharvest_essential_oil,"Drying method and cultivar changed A. argyi essential-oil composition; 80 C hot-air drying/fixation reduced oxygenated monoterpenes such as eucalyptol and thujone while increasing some sesquiterpenes including caryophyllene and neointermedeol",argyi-drying-methods-2025,primary_postharvest_argyi_essential_oil_chemistry,"supports method-by-cultivar effects on volatile exposure; does not establish in planta regulation or antiparasitic efficacy"
E323,Artemisia argyi,polyploid_karyotype,"Genome-map-based karyotyping supports an allotetraploid interpretation of A. argyi, identifies new octoploid germplasm, and reports chromosome-doupling effects on moxa-related traits",argyi-octoploid-karyotype-2025,primary_argyi_karyotype_and_polyploid_genomics,"supports ploidy-aware comparative genomics and dosage hypotheses; does not establish terpene-gene dosage or phenotype causality"
E324,Artemisia annua,jasmonate_transcriptional_regulation,"AabHLH5 and two JAZ proteins were identified through transformation, yeast two-hybrid, and bimolecular fluorescence assays, and AabHLH5 was verified as a negative regulator of jasmonate-linked artemisinin biosynthesis",annua-aabhlh5-ja-2025,primary_annua_jasmonate_transcriptional_regulation,"supports a defined A. annua regulatory mechanism; does not establish cross-species conservation or parasite potency"
E325,Artemisia argyi,flavonoid_methyltransferase,"An A. argyi O-methyltransferase, AYFOMT2, catalyzed 4-prime hydroxyl methylation of jaceosidin to eupatilin in enzyme assays and increased eupatilin after transformation of hairy roots",argyi-omt-eupatilin-2025,primary_argyi_recombinant_methyltransferase_assay,"supports step-level catalytic evidence for a non-terpene flavonoid branch and an A. argyi transformation system; does not establish terpene evolution or antiparasitic function"
E326,Artemisia annua,artemisinin_production_review_context,"A 2025 review synthesizes breeding, genetic engineering, tissue culture, elicitation, environmental regulation, and whole-plant matrix issues relevant to increasing A. annua artemisinin production",annua-production-review-2025,review_artemisinin_production_and_biotechnology,"review context and discovery map; quantitative claims require primary validation and do not establish clinical equivalence of plant material"
E327,Artemisia genus,antimalarial_medicinal_chemistry_review_context,"A review surveys natural and nature-inspired Artemisia antimalarial compounds across in-vitro and in-vivo evidence and highlights open questions in combinations, administration, and mechanism",artemisia-antimalarial-medicinal-chemistry-review-2025,review_artemisia_antimalarial_medicinal_chemistry,"review-level scope context; does not replace primary efficacy, PK, target, or safety studies"
E328,Artemisia annua,artemisinin_extraction_and_biotechnology_review_context,"A dual-focus review integrates supercritical CO2 extraction of artemisinin with microbial and biotechnological production of artemisinin precursors and identifies process and fermentation variables",annua-extraction-biotech-review-2025,review_artemisinin_extraction_and_biotechnology,"review context for production and processing; does not establish a single best extraction method, native pathway flux, or clinical product"
E329,Artemisia annua,whole_leaf_nanoparticle_formulation,"Quality-by-design optimization produced albumin nanoparticles encapsulating A. annua whole-leaf extract, using artemisinin as a quantitative batch marker and reporting sub-100-nm particles with sustained release and high retention in simulated gastrointestinal conditions",annua-albumin-nanoparticles-2026,primary_annua_whole_leaf_nanoparticle_formulation,"supports formulation, batch-control, and translation context; does not establish parasite efficacy, terpene attribution, or clinical equivalence"
E330,Artemisia serotina,irregular_monoterpene_essential_oil,"A. serotina aerial-part oil was dominated by the irregular monoterpene santolina alcohol at 34.6%, with additional santolinane, artemisane, and lavandulane components; the oil showed fungicidal activity against Candida albicans in the reported assay",serotina-winter-wormwood-oil-2025,primary_serotina_irregular_monoterpene_chemistry,"extends irregular-monoterpene chemical space; reported fungal and cell endpoints do not establish antiparasitic or vermifuge activity"
E331,Artemisia annua,MYC2_regulatory_synergy,"Co-expression of AaMYC2 and AaMYC2-LIKE increased trichome-development and artemisinin-pathway expression and produced greater trichome density and artemisinin content than individual transformations in the tested A. annua system",annua-myc2-synergy-2025,primary_annua_myc2_regulatory_synergy,"supports an A. annua regulatory interaction; does not establish conserved cross-species function, native flux under field conditions, or parasite potency"
E332,Artemisia annua,MYC2_trichome_regulation,"AaMYC2-type bound E-boxes in AaADS and AaCYP71AV1 promoters, and overexpression increased glandular-trichome density and artemisinin while knockdown reduced both",annua-myc2-trichome-2024,primary_annua_myc2_trichome_regulation,"supports direct promoter and perturbation evidence in A. annua; does not establish a terpene-general regulator or antiparasitic mechanism"
E333,Artemisia annua,SHI_transcriptional_regulation,"Five AaSHI genes were identified; AaSHI1 was enriched in trichomes and young leaves, bound AaADS and AaCYP71AV1 promoters in reporter/yeast assays, and activated their expression in transient transformation",annua-shi1-2024,primary_annua_shi_transcriptional_regulation,"supports a defined A. annua transcriptional candidate; does not establish orthology, conserved function, or parasite efficacy"
E334,Artemisia annua,light_ABA_regulation,"Light and abscisic acid acted synergistically on artemisinin-pathway expression, with AaABI5 induced by both signals and activating four core pathway genes in overexpression/suppression experiments",annua-abi5-light-aba-2023,primary_annua_light_aba_regulation,"supports environment-by-hormone regulation in A. annua; does not establish a production prescription, cross-species conservation, or parasite potency"
E335,Artemisia annua,WRKY6_growth_regulation,"AaWRKY6 bound the AaDBR2 promoter and altered pathway-gene expression and artemisinin accumulation across growth-stage experiments and gain/loss perturbations",annua-wrky6-growth-2023,primary_annua_wrky_growth_regulation,"supports growth-stage regulatory evidence in A. annua; does not establish conserved function or direct parasite targeting"
E336,Artemisia annua,ABA_JA_regulatory_crosstalk,"AabZIP1 promoted multiple artemisinin-pathway genes through an AaMYC2 intermediate, directly activated wax genes, and increased artemisinin, wax, and drought tolerance when overexpressed",annua-aabzip1-drought-2022,primary_annua_aba_ja_cross_talk,"supports a defined ABA-JA regulatory module and stress-linked production phenotype; does not establish native evolutionary conservation or antiparasitic efficacy"
E337,Artemisia absinthium,stress_artemisinin_expression,"TiO2 nanoparticle treatment, salinity, and their interaction changed ADS and DBR2 expression and HPLC-measured artemisinin in A. absinthium, with the highest reported artemisinin under the highest nanoparticle treatment",absinthium-tio2-salinity-2021,primary_absinthium_stress_artemisinin_expression,"supports stress-treatment association in A. absinthium; does not establish safe use, pathway flux, or malaria/helminth efficacy"
E338,Artemisia vestita and Artemisia maritima,Haemonchus_anthelmintic_assay,"Oral plant extracts reduced fecal egg counts in H. contortus-infected sheep, with maximum reported reductions of 87.2% for A. vestita and 84.5% for A. maritima at 100 mg/kg; extracts also affected infective larvae and adult worms in vitro",vestita-maritima-helminth,primary_anthelmintic_in_vivo_and_in_vitro,"supports bounded veterinary anthelmintic phenotypes; extract chemistry, terpene causality, host safety, and standardized dosing remain unresolved"
E339,"Artemisia ciniformis, Artemisia biennis, and Artemisia turanica",extract_beta_hematin_antimalarial,"Fifteen extracts from three Iranian Artemisia species were screened in a beta-hematin assay; A. ciniformis dichloromethane extract was most active at IC50 0.92 +/- 0.01 mg/mL, while medium-polar extracts of A. biennis and A. turanica were also active",annua-extracts-beta-hematin-2015,primary_artemisia_extract_beta_hematin_assay,"supports extract-level hemozoin-surrogate activity; does not identify artemisinin, a terpene, parasite-stage efficacy, or clinical relevance"
E340,Artemisia sieberi,Leishmania_major_extract_comparison,"Aqueous A. sieberi extract and purified artemisinin reduced L. major promastigote and intracellular-amastigote burdens in vitro, with the plant extract reported as more active in the tested comparison and low effects on uninfected macrophages",sieberi-artemisinin-leishmania-2013,primary_sieberi_extract_leishmania_assay,"supports a bounded extract-versus-purified comparison; constituent attribution, target engagement, in-vivo efficacy, and species transfer remain unresolved"
